reltime;datetime;iSensor;confidence;heart_rate

   0.0010;2024/06/05 12:56:04.6959;5;1.00;80.0
   0.0010;2024/06/05 12:56:04.6959;4;0.00;0.0
   0.0010;2024/06/05 12:56:04.6959;3;1.00;81.0
   0.0010;2024/06/05 12:56:04.6959;2;0.00;0.0
   0.0010;2024/06/05 12:56:04.6959;1;0.00;0.0
   0.0010;2024/06/05 12:56:04.6959;0;0.00;0.0
   0.0250;2024/06/05 12:56:04.7199;5;1.00;80.0
   0.2040;2024/06/05 12:56:04.8989;3;1.00;81.0
   0.2700;2024/06/05 12:56:04.9649;5;1.00;80.0
   0.4510;2024/06/05 12:56:05.1459;3;1.00;82.0
   0.5160;2024/06/05 12:56:05.2109;5;1.00;80.0
   0.6970;2024/06/05 12:56:05.3919;3;1.00;82.0
   0.7630;2024/06/05 12:56:05.4579;5;1.00;80.0
   0.9430;2024/06/05 12:56:05.6379;3;1.00;82.0
   1.0090;2024/06/05 12:56:05.7039;5;1.00;80.0
   1.2560;2024/06/05 12:56:05.9509;5;1.00;80.0
   1.4360;2024/06/05 12:56:06.1309;3;1.00;82.0
   1.5010;2024/06/05 12:56:06.1959;5;1.00;80.0
   1.6820;2024/06/05 12:56:06.3769;3;1.00;82.0
   1.7480;2024/06/05 12:56:06.4429;5;1.00;80.0
   1.9280;2024/06/05 12:56:06.6229;3;1.00;82.0
   1.9940;2024/06/05 12:56:06.6889;5;1.00;80.0
   2.1740;2024/06/05 12:56:06.8689;3;1.00;82.0
   2.2400;2024/06/05 12:56:06.9349;5;1.00;80.0
   2.4210;2024/06/05 12:56:07.1159;3;1.00;82.0
   2.4870;2024/06/05 12:56:07.1819;5;1.00;80.0
   2.6670;2024/06/05 12:56:07.3619;3;1.00;83.0
   2.7330;2024/06/05 12:56:07.4279;5;1.00;80.0
   2.9130;2024/06/05 12:56:07.6079;3;1.00;83.0
   2.9790;2024/06/05 12:56:07.6739;5;1.00;80.0
   3.1590;2024/06/05 12:56:07.8539;3;1.00;83.0
   3.2250;2024/06/05 12:56:07.9199;5;1.00;80.0
   3.4060;2024/06/05 12:56:08.1009;3;1.00;83.0
   3.6520;2024/06/05 12:56:08.3469;3;1.00;83.0
   3.7180;2024/06/05 12:56:08.4129;5;1.00;80.0
   3.8980;2024/06/05 12:56:08.5929;3;1.00;83.0
   3.9640;2024/06/05 12:56:08.6589;5;1.00;80.0
   4.1450;2024/06/05 12:56:08.8399;3;1.00;83.0
   4.2110;2024/06/05 12:56:08.9059;5;1.00;80.0
   4.3910;2024/06/05 12:56:09.0859;3;1.00;83.0
   4.4570;2024/06/05 12:56:09.1519;5;1.00;80.0
   4.6380;2024/06/05 12:56:09.3329;3;1.00;83.0
   4.7040;2024/06/05 12:56:09.3989;5;1.00;80.0
   4.8830;2024/06/05 12:56:09.5779;3;1.00;83.0
   4.9490;2024/06/05 12:56:09.6439;5;1.00;80.0
   5.1300;2024/06/05 12:56:09.8249;3;1.00;83.0
   5.1960;2024/06/05 12:56:09.8909;5;1.00;80.0
   5.3760;2024/06/05 12:56:10.0709;3;1.00;83.0
   5.4420;2024/06/05 12:56:10.1369;5;1.00;80.0
   5.6220;2024/06/05 12:56:10.3169;3;1.00;83.0
   5.6880;2024/06/05 12:56:10.3829;5;1.00;81.0
   5.8690;2024/06/05 12:56:10.5639;3;1.00;83.0
   5.9340;2024/06/05 12:56:10.6289;5;1.00;81.0
   6.1150;2024/06/05 12:56:10.8099;3;1.00;83.0
   6.1810;2024/06/05 12:56:10.8759;5;1.00;81.0
   6.3610;2024/06/05 12:56:11.0559;3;1.00;83.0
   6.6070;2024/06/05 12:56:11.3019;3;1.00;83.0
   6.6740;2024/06/05 12:56:11.3689;5;1.00;81.0
   6.8530;2024/06/05 12:56:11.5479;3;1.00;83.0
   6.9190;2024/06/05 12:56:11.6139;5;1.00;83.0
   7.1000;2024/06/05 12:56:11.7949;3;1.00;83.0
   7.1660;2024/06/05 12:56:11.8609;5;1.00;83.0
   7.4120;2024/06/05 12:56:12.1069;5;1.00;83.0
   7.5930;2024/06/05 12:56:12.2879;3;1.00;83.0
   7.6580;2024/06/05 12:56:12.3529;5;1.00;83.0
   7.8390;2024/06/05 12:56:12.5339;3;1.00;83.0
   7.9050;2024/06/05 12:56:12.5999;5;1.00;83.0
   8.0860;2024/06/05 12:56:12.7809;3;1.00;83.0
   8.1510;2024/06/05 12:56:12.8459;5;1.00;83.0
   8.3310;2024/06/05 12:56:13.0259;3;1.00;83.0
   8.3970;2024/06/05 12:56:13.0919;5;1.00;83.0
   8.5780;2024/06/05 12:56:13.2729;3;1.00;83.0
   8.6430;2024/06/05 12:56:13.3379;5;1.00;83.0
   8.8240;2024/06/05 12:56:13.5189;3;1.00;83.0
   8.8900;2024/06/05 12:56:13.5849;5;1.00;83.0
   9.0700;2024/06/05 12:56:13.7649;3;1.00;84.0
   9.1360;2024/06/05 12:56:13.8309;5;1.00;83.0
   9.3170;2024/06/05 12:56:14.0119;3;1.00;84.0
   9.5630;2024/06/05 12:56:14.2579;3;1.00;84.0
   9.6280;2024/06/05 12:56:14.3229;5;1.00;83.0
   9.8090;2024/06/05 12:56:14.5039;3;1.00;84.0
   9.8750;2024/06/05 12:56:14.5699;5;1.00;83.0
  10.0560;2024/06/05 12:56:14.7509;3;1.00;84.0
  10.1210;2024/06/05 12:56:14.8159;5;1.00;83.0
  10.3010;2024/06/05 12:56:14.9959;3;1.00;84.0
  10.3680;2024/06/05 12:56:15.0629;5;1.00;83.0
  10.5480;2024/06/05 12:56:15.2429;3;1.00;85.0
  10.6140;2024/06/05 12:56:15.3089;5;1.00;83.0
  10.7940;2024/06/05 12:56:15.4889;3;1.00;85.0
  10.8610;2024/06/05 12:56:15.5559;5;1.00;83.0
  11.0410;2024/06/05 12:56:15.7359;3;1.00;85.0
  11.1060;2024/06/05 12:56:15.8009;5;1.00;83.0
  11.3530;2024/06/05 12:56:16.0479;5;1.00;83.0
  11.5330;2024/06/05 12:56:16.2279;3;1.00;86.0
  11.7800;2024/06/05 12:56:16.4749;3;1.00;86.0
  11.8450;2024/06/05 12:56:16.5399;5;1.00;83.0
  12.0260;2024/06/05 12:56:16.7209;3;1.00;86.0
  12.0920;2024/06/05 12:56:16.7869;5;1.00;83.0
  12.2720;2024/06/05 12:56:16.9669;3;1.00;86.0
  12.3380;2024/06/05 12:56:17.0329;5;1.00;83.0
  12.5180;2024/06/05 12:56:17.2129;3;1.00;86.0
  12.7640;2024/06/05 12:56:17.4589;3;1.00;85.0
  12.8310;2024/06/05 12:56:17.5259;5;1.00;83.0
  13.0100;2024/06/05 12:56:17.7049;3;1.00;85.0
  13.0760;2024/06/05 12:56:17.7709;5;1.00;83.0
  13.2570;2024/06/05 12:56:17.9519;3;1.00;85.0
  13.3230;2024/06/05 12:56:18.0179;5;1.00;83.0
  13.5690;2024/06/05 12:56:18.2639;5;1.00;83.0
  13.8150;2024/06/05 12:56:18.5099;5;1.00;84.0
  13.9960;2024/06/05 12:56:18.6909;3;1.00;85.0
  14.0620;2024/06/05 12:56:18.7569;5;1.00;84.0
  14.2420;2024/06/05 12:56:18.9369;3;1.00;84.0
  14.3080;2024/06/05 12:56:19.0029;5;1.00;84.0
  14.4880;2024/06/05 12:56:19.1829;3;1.00;84.0
  14.5540;2024/06/05 12:56:19.2489;5;1.00;84.0
  14.7350;2024/06/05 12:56:19.4299;3;1.00;84.0
  14.8010;2024/06/05 12:56:19.4959;5;1.00;84.0
  14.9810;2024/06/05 12:56:19.6759;3;1.00;83.0
  15.0470;2024/06/05 12:56:19.7419;5;1.00;84.0
  15.2270;2024/06/05 12:56:19.9219;3;1.00;83.0
  15.2930;2024/06/05 12:56:19.9879;5;1.00;84.0
  15.4730;2024/06/05 12:56:20.1679;3;1.00;83.0
  15.5390;2024/06/05 12:56:20.2339;5;1.00;84.0
  15.7190;2024/06/05 12:56:20.4139;3;1.00;82.0
  15.7860;2024/06/05 12:56:20.4809;5;1.00;84.0
  15.9660;2024/06/05 12:56:20.6609;3;1.00;82.0
  16.0320;2024/06/05 12:56:20.7269;5;1.00;84.0
  16.2120;2024/06/05 12:56:20.9069;3;1.00;82.0
  16.2780;2024/06/05 12:56:20.9729;5;1.00;84.0
  16.4590;2024/06/05 12:56:21.1539;3;1.00;82.0
  16.5250;2024/06/05 12:56:21.2199;5;1.00;84.0
  16.7040;2024/06/05 12:56:21.3989;3;1.00;82.0
  16.7700;2024/06/05 12:56:21.4649;5;1.00;84.0
  16.9510;2024/06/05 12:56:21.6459;3;1.00;82.0
  17.0170;2024/06/05 12:56:21.7119;5;1.00;84.0
  17.1970;2024/06/05 12:56:21.8919;3;1.00;82.0
  17.2630;2024/06/05 12:56:21.9579;5;1.00;84.0
  17.4440;2024/06/05 12:56:22.1389;3;1.00;81.0
  17.5090;2024/06/05 12:56:22.2039;5;1.00;84.0
  17.6900;2024/06/05 12:56:22.3849;3;1.00;81.0
  17.7560;2024/06/05 12:56:22.4509;5;1.00;84.0
  17.9360;2024/06/05 12:56:22.6309;3;1.00;81.0
  18.0020;2024/06/05 12:56:22.6969;5;1.00;84.0
  18.1820;2024/06/05 12:56:22.8769;3;1.00;81.0
  18.4290;2024/06/05 12:56:23.1239;3;1.00;81.0
  18.4940;2024/06/05 12:56:23.1889;5;1.00;84.0
  18.6750;2024/06/05 12:56:23.3699;3;1.00;81.0
  18.7410;2024/06/05 12:56:23.4359;5;1.00;84.0
  18.9210;2024/06/05 12:56:23.6159;3;1.00;81.0
  18.9870;2024/06/05 12:56:23.6819;5;1.00;84.0
  19.1670;2024/06/05 12:56:23.8619;3;1.00;81.0
  19.2340;2024/06/05 12:56:23.9289;5;1.00;84.0
  19.4140;2024/06/05 12:56:24.1089;3;1.00;81.0
  19.4800;2024/06/05 12:56:24.1749;5;1.00;84.0
  19.6600;2024/06/05 12:56:24.3549;3;1.00;81.0
  19.7260;2024/06/05 12:56:24.4209;5;1.00;83.0
  19.9060;2024/06/05 12:56:24.6009;3;1.00;80.0
  19.9720;2024/06/05 12:56:24.6669;5;1.00;83.0
  20.1530;2024/06/05 12:56:24.8479;3;1.00;80.0
  20.2190;2024/06/05 12:56:24.9139;5;1.00;83.0
  20.3980;2024/06/05 12:56:25.0929;3;1.00;80.0
  20.4650;2024/06/05 12:56:25.1599;5;1.00;83.0
  20.6450;2024/06/05 12:56:25.3399;3;1.00;80.0
  20.7110;2024/06/05 12:56:25.4059;5;1.00;83.0
  20.8910;2024/06/05 12:56:25.5859;3;1.00;80.0
  20.9570;2024/06/05 12:56:25.6519;5;1.00;83.0
  21.1380;2024/06/05 12:56:25.8329;3;1.00;80.0
  21.2040;2024/06/05 12:56:25.8989;5;1.00;83.0
  21.4500;2024/06/05 12:56:26.1449;5;1.00;83.0
  21.6300;2024/06/05 12:56:26.3249;3;1.00;80.0
  21.6960;2024/06/05 12:56:26.3909;5;1.00;83.0
  21.8770;2024/06/05 12:56:26.5719;3;1.00;79.0
  22.1230;2024/06/05 12:56:26.8179;3;1.00;79.0
  22.1890;2024/06/05 12:56:26.8839;5;1.00;83.0
  22.3690;2024/06/05 12:56:27.0639;3;1.00;78.0
  22.6810;2024/06/05 12:56:27.3759;5;1.00;83.0
  22.8620;2024/06/05 12:56:27.5569;3;1.00;78.0
  22.9270;2024/06/05 12:56:27.6219;5;1.00;79.0
  23.1080;2024/06/05 12:56:27.8029;3;1.00;78.0
  23.1740;2024/06/05 12:56:27.8689;5;1.00;79.0
  23.3540;2024/06/05 12:56:28.0489;3;1.00;78.0
  23.4200;2024/06/05 12:56:28.1149;5;1.00;79.0
  23.6000;2024/06/05 12:56:28.2949;3;1.00;78.0
  23.6670;2024/06/05 12:56:28.3619;5;1.00;77.0
  23.8460;2024/06/05 12:56:28.5409;3;1.00;77.0
  23.9130;2024/06/05 12:56:28.6079;5;1.00;77.0
  24.0930;2024/06/05 12:56:28.7879;3;1.00;77.0
  24.1590;2024/06/05 12:56:28.8539;5;1.00;77.0
  24.4050;2024/06/05 12:56:29.0999;5;1.00;77.0
  24.5850;2024/06/05 12:56:29.2799;3;1.00;77.0
