reltime,datetime,iSensor,ibi
0.001,2024/06/14 11:58:57.5069,5,674
0.001,2024/06/14 11:58:57.5069,4,0
0.001,2024/06/14 11:58:57.5069,3,678
0.001,2024/06/14 11:58:57.5069,2,0
0.001,2024/06/14 11:58:57.5069,1,0
0.001,2024/06/14 11:58:57.5069,0,0
0.179,2024/06/14 11:58:57.6849,3,648
0.209,2024/06/14 11:58:57.7149,5,674
0.455,2024/06/14 11:58:57.9609,5,674
0.701,2024/06/14 11:58:58.2069,5,674
0.918,2024/06/14 11:58:58.4239,3,656
0.948,2024/06/14 11:58:58.4539,5,674
1.194,2024/06/14 11:58:58.6999,5,674
1.411,2024/06/14 11:58:58.9169,3,647
1.44,2024/06/14 11:58:58.9459,5,674
1.686,2024/06/14 11:58:59.1919,5,674
1.932,2024/06/14 11:58:59.4379,5,674
2.149,2024/06/14 11:58:59.6549,3,618
2.888,2024/06/14 11:59:00.3939,3,614
3.38,2024/06/14 11:59:00.8859,3,620
3.873,2024/06/14 11:59:01.3789,3,612
4.641,2024/06/14 11:59:02.1469,5,674
4.888,2024/06/14 11:59:02.3939,5,674
5.134,2024/06/14 11:59:02.6399,5,674
5.843,2024/06/14 11:59:03.3489,3,600
6.582,2024/06/14 11:59:04.0879,3,617
7.075,2024/06/14 11:59:04.5809,3,659
7.843,2024/06/14 11:59:05.3489,5,666
8.06,2024/06/14 11:59:05.5659,3,666
8.09,2024/06/14 11:59:05.5959,5,666
8.336,2024/06/14 11:59:05.8419,5,666
8.553,2024/06/14 11:59:06.0589,3,643
9.044,2024/06/14 11:59:06.5499,3,650
9.783,2024/06/14 11:59:07.2889,3,632
10.276,2024/06/14 11:59:07.7819,3,624
11.261,2024/06/14 11:59:08.7669,3,650
11.291,2024/06/14 11:59:08.7969,5,638
11.538,2024/06/14 11:59:09.0439,5,625
11.754,2024/06/14 11:59:09.2599,3,646
12.246,2024/06/14 11:59:09.7519,3,628
12.984,2024/06/14 11:59:10.4899,3,646
13.97,2024/06/14 11:59:11.4759,3,659
14.246,2024/06/14 11:59:11.7519,5,618
14.463,2024/06/14 11:59:11.9689,3,672
14.493,2024/06/14 11:59:11.9989,5,618
14.739,2024/06/14 11:59:12.2449,5,618
14.956,2024/06/14 11:59:12.4619,3,639
15.448,2024/06/14 11:59:12.9539,3,629
17.664,2024/06/14 11:59:15.1699,3,670
18.157,2024/06/14 11:59:15.6629,3,645
18.895,2024/06/14 11:59:16.4009,3,637
19.388,2024/06/14 11:59:16.8939,3,671
20.373,2024/06/14 11:59:17.8789,3,693
20.65,2024/06/14 11:59:18.1559,5,651
20.866,2024/06/14 11:59:18.3719,3,696
20.896,2024/06/14 11:59:18.4019,5,651
21.141,2024/06/14 11:59:18.6469,5,651
21.604,2024/06/14 11:59:19.1099,3,661
22.097,2024/06/14 11:59:19.6029,3,661
23.082,2024/06/14 11:59:20.5879,3,680
23.575,2024/06/14 11:59:21.0809,3,690
23.851,2024/06/14 11:59:21.3569,5,651
24.068,2024/06/14 11:59:21.5739,3,669
24.098,2024/06/14 11:59:21.6039,5,651
24.344,2024/06/14 11:59:21.8499,5,651
25.052,2024/06/14 11:59:22.5579,3,650
25.791,2024/06/14 11:59:23.2969,3,672
26.284,2024/06/14 11:59:23.7899,3,682
27.053,2024/06/14 11:59:24.5589,5,674
27.268,2024/06/14 11:59:24.7739,3,683
27.299,2024/06/14 11:59:24.8049,5,674
27.515,2024/06/14 11:59:25.0209,3,645
28.038,2024/06/14 11:59:25.5439,5,674
28.254,2024/06/14 11:59:25.7599,3,636
28.284,2024/06/14 11:59:25.7899,5,674
28.531,2024/06/14 11:59:26.0369,5,674
28.746,2024/06/14 11:59:26.2519,3,655
28.777,2024/06/14 11:59:26.2829,5,674
29.022,2024/06/14 11:59:26.5279,5,674
29.269,2024/06/14 11:59:26.7749,5,674
29.485,2024/06/14 11:59:26.9909,3,667
29.515,2024/06/14 11:59:27.0209,5,674
29.762,2024/06/14 11:59:27.2679,5,674
29.978,2024/06/14 11:59:27.4839,3,673
30.008,2024/06/14 11:59:27.5139,5,674
30.254,2024/06/14 11:59:27.7599,5,674
30.501,2024/06/14 11:59:28.0069,5,682
30.716,2024/06/14 11:59:28.2219,3,646
30.747,2024/06/14 11:59:28.2529,5,682
30.993,2024/06/14 11:59:28.4989,5,682
31.239,2024/06/14 11:59:28.7449,5,682
31.455,2024/06/14 11:59:28.9609,3,635
31.486,2024/06/14 11:59:28.9919,5,682
31.732,2024/06/14 11:59:29.2379,5,682
31.978,2024/06/14 11:59:29.4839,5,682
32.194,2024/06/14 11:59:29.6999,3,651
32.224,2024/06/14 11:59:29.7299,5,682
32.471,2024/06/14 11:59:29.9769,5,682
32.687,2024/06/14 11:59:30.1929,3,661
32.716,2024/06/14 11:59:30.2219,5,682
33.426,2024/06/14 11:59:30.9319,3,688
35.642,2024/06/14 11:59:33.1479,3,666
35.918,2024/06/14 11:59:33.4239,5,682
36.134,2024/06/14 11:59:33.6399,3,685
36.873,2024/06/14 11:59:34.3789,3,693
37.366,2024/06/14 11:59:34.8719,3,682
38.351,2024/06/14 11:59:35.8569,3,658
38.628,2024/06/14 11:59:36.1339,5,666
38.844,2024/06/14 11:59:36.3499,3,665
38.874,2024/06/14 11:59:36.3799,5,666
39.12,2024/06/14 11:59:36.6259,5,666
39.582,2024/06/14 11:59:37.0879,3,682
40.075,2024/06/14 11:59:37.5809,3,694
41.06,2024/06/14 11:59:38.5659,3,669
41.552,2024/06/14 11:59:39.0579,3,646
41.829,2024/06/14 11:59:39.3349,5,666
42.076,2024/06/14 11:59:39.5819,5,666
42.322,2024/06/14 11:59:39.8279,5,666
42.537,2024/06/14 11:59:40.0429,3,668
42.784,2024/06/14 11:59:40.2899,3,682
43.769,2024/06/14 11:59:41.2749,3,704
44.262,2024/06/14 11:59:41.7679,3,688
45.031,2024/06/14 11:59:42.5369,5,682
45.246,2024/06/14 11:59:42.7519,3,664
45.277,2024/06/14 11:59:42.7829,5,682
45.523,2024/06/14 11:59:43.0289,5,682
45.739,2024/06/14 11:59:43.2449,3,673
46.478,2024/06/14 11:59:43.9839,3,684
46.97,2024/06/14 11:59:44.4759,3,696
47.463,2024/06/14 11:59:44.9689,3,682
48.233,2024/06/14 11:59:45.7389,5,666
48.448,2024/06/14 11:59:45.9539,3,650
48.479,2024/06/14 11:59:45.9849,5,666
48.724,2024/06/14 11:59:46.2299,5,666
48.941,2024/06/14 11:59:46.4469,3,658
49.68,2024/06/14 11:59:47.1859,3,663
50.172,2024/06/14 11:59:47.6779,3,674
51.157,2024/06/14 11:59:48.6629,3,663
51.434,2024/06/14 11:59:48.9399,5,666
51.65,2024/06/14 11:59:49.1559,3,646
51.68,2024/06/14 11:59:49.1859,5,666
51.927,2024/06/14 11:59:49.4329,5,666
52.635,2024/06/14 11:59:50.1409,3,662
52.88,2024/06/14 11:59:50.3859,3,676
53.866,2024/06/14 11:59:51.3719,3,686
54.358,2024/06/14 11:59:51.8639,3,659
54.635,2024/06/14 11:59:52.1409,5,682
54.851,2024/06/14 11:59:52.3569,3,645
54.882,2024/06/14 11:59:52.3879,5,682
55.128,2024/06/14 11:59:52.6339,5,682
55.836,2024/06/14 11:59:53.3419,3,667
56.328,2024/06/14 11:59:53.8339,3,683
57.068,2024/06/14 11:59:54.5739,3,692
57.561,2024/06/14 11:59:55.0669,3,681
57.837,2024/06/14 11:59:55.3429,5,682
58.083,2024/06/14 11:59:55.5889,5,682
58.299,2024/06/14 11:59:55.8049,3,653
58.33,2024/06/14 11:59:55.8359,5,682
58.576,2024/06/14 11:59:56.0819,5,674
58.822,2024/06/14 11:59:56.3279,5,674
59.038,2024/06/14 11:59:56.5439,3,676
59.068,2024/06/14 11:59:56.5739,5,674
59.314,2024/06/14 11:59:56.8199,5,674
59.56,2024/06/14 11:59:57.0659,5,674
59.777,2024/06/14 11:59:57.2829,3,680
59.807,2024/06/14 11:59:57.3129,5,674
60.054,2024/06/14 11:59:57.5599,5,674
60.269,2024/06/14 11:59:57.7749,3,695
60.299,2024/06/14 11:59:57.8049,5,674
60.546,2024/06/14 11:59:58.0519,5,674
60.792,2024/06/14 11:59:58.2979,5,674
61.008,2024/06/14 11:59:58.5139,3,668
61.039,2024/06/14 11:59:58.5449,5,674
61.285,2024/06/14 11:59:58.7909,5,674
61.5,2024/06/14 11:59:59.0059,3,645
61.531,2024/06/14 11:59:59.0369,5,674
61.778,2024/06/14 11:59:59.2839,5,674
62.024,2024/06/14 11:59:59.5299,5,674
62.24,2024/06/14 11:59:59.7459,3,654
62.27,2024/06/14 11:59:59.7759,5,674
62.516,2024/06/14 12:00:00.0219,5,674
62.762,2024/06/14 12:00:00.2679,5,674
63.009,2024/06/14 12:00:00.5149,5,674
63.224,2024/06/14 12:00:00.7299,3,655
63.255,2024/06/14 12:00:00.7609,5,674
63.502,2024/06/14 12:00:01.0079,5,674
63.717,2024/06/14 12:00:01.2229,3,655
64.21,2024/06/14 12:00:01.7159,3,660
66.21,2024/06/14 12:00:03.7159,5,674
66.426,2024/06/14 12:00:03.9319,3,658
66.918,2024/06/14 12:00:04.4239,3,663
67.411,2024/06/14 12:00:04.9169,3,665
68.15,2024/06/14 12:00:05.6559,3,644
69.135,2024/06/14 12:00:06.6409,3,635
69.904,2024/06/14 12:00:07.4099,5,674
70.859,2024/06/14 12:00:08.3649,3,675
71.352,2024/06/14 12:00:08.8579,3,646
72.336,2024/06/14 12:00:09.8419,3,643
72.614,2024/06/14 12:00:10.1199,5,666
72.829,2024/06/14 12:00:10.3349,3,660
