reltime,datetime,iSensor,confidence,heart_rate
0.001,2024/05/28 15:12:17.3569,5,1.0,62.0
0.001,2024/05/28 15:12:17.3569,4,0.0,0.0
0.001,2024/05/28 15:12:17.3569,3,1.0,68.0
0.001,2024/05/28 15:12:17.3569,2,0.0,0.0
0.001,2024/05/28 15:12:17.3569,1,0.0,0.0
0.001,2024/05/28 15:12:17.3569,0,0.0,0.0
0.016,2024/05/28 15:12:17.3719,5,1.0,62.0
0.086,2024/05/28 15:12:17.4419,3,1.0,68.0
0.262,2024/05/28 15:12:17.6179,5,1.0,63.0
0.331,2024/05/28 15:12:17.6869,3,1.0,68.0
0.509,2024/05/28 15:12:17.8649,5,1.0,63.0
0.578,2024/05/28 15:12:17.9339,3,1.0,68.0
0.824,2024/05/28 15:12:18.1799,3,1.0,68.0
1.001,2024/05/28 15:12:18.3569,5,1.0,63.0
1.07,2024/05/28 15:12:18.4259,3,1.0,68.0
1.247,2024/05/28 15:12:18.6029,5,1.0,63.0
1.317,2024/05/28 15:12:18.6729,3,1.0,68.0
1.494,2024/05/28 15:12:18.8499,5,1.0,63.0
1.563,2024/05/28 15:12:18.9189,3,1.0,68.0
1.74,2024/05/28 15:12:19.0959,5,1.0,63.0
1.81,2024/05/28 15:12:19.1659,3,1.0,68.0
1.986,2024/05/28 15:12:19.3419,5,1.0,63.0
2.055,2024/05/28 15:12:19.4109,3,1.0,68.0
2.233,2024/05/28 15:12:19.5889,5,1.0,63.0
2.301,2024/05/28 15:12:19.6569,3,1.0,68.0
2.479,2024/05/28 15:12:19.8349,5,1.0,63.0
2.794,2024/05/28 15:12:20.1499,3,1.0,70.0
2.971,2024/05/28 15:12:20.3269,5,1.0,63.0
3.217,2024/05/28 15:12:20.5729,5,1.0,63.0
3.287,2024/05/28 15:12:20.6429,3,1.0,70.0
3.78,2024/05/28 15:12:21.1359,3,1.0,70.0
4.202,2024/05/28 15:12:21.5579,5,1.0,63.0
4.272,2024/05/28 15:12:21.6279,3,1.0,70.0
4.695,2024/05/28 15:12:22.0509,5,1.0,63.0
4.765,2024/05/28 15:12:22.1209,3,1.0,69.0
5.011,2024/05/28 15:12:22.3669,3,1.0,69.0
5.188,2024/05/28 15:12:22.5439,5,1.0,63.0
5.257,2024/05/28 15:12:22.6129,3,1.0,69.0
5.504,2024/05/28 15:12:22.8599,3,1.0,69.0
5.68,2024/05/28 15:12:23.0359,5,1.0,63.0
5.995,2024/05/28 15:12:23.3509,3,1.0,68.0
6.173,2024/05/28 15:12:23.5289,5,1.0,63.0
6.419,2024/05/28 15:12:23.7749,5,1.0,63.0
6.488,2024/05/28 15:12:23.8439,3,1.0,67.0
6.666,2024/05/28 15:12:24.0219,5,1.0,63.0
6.911,2024/05/28 15:12:24.2669,5,1.0,63.0
6.981,2024/05/28 15:12:24.3369,3,1.0,66.0
7.404,2024/05/28 15:12:24.7599,5,1.0,63.0
7.474,2024/05/28 15:12:24.8299,3,1.0,66.0
7.966,2024/05/28 15:12:25.3219,3,1.0,66.0
8.389,2024/05/28 15:12:25.7449,5,1.0,63.0
8.459,2024/05/28 15:12:25.8149,3,1.0,66.0
8.882,2024/05/28 15:12:26.2379,5,1.0,63.0
9.375,2024/05/28 15:12:26.7309,5,1.0,62.0
9.62,2024/05/28 15:12:26.9759,5,1.0,62.0
9.69,2024/05/28 15:12:27.0459,3,1.0,66.0
9.866,2024/05/28 15:12:27.2219,5,1.0,62.0
10.183,2024/05/28 15:12:27.5389,3,1.0,67.0
10.606,2024/05/28 15:12:27.9619,5,1.0,62.0
10.675,2024/05/28 15:12:28.0309,3,1.0,67.0
11.098,2024/05/28 15:12:28.4539,5,1.0,59.0
11.168,2024/05/28 15:12:28.5239,3,1.0,66.0
11.414,2024/05/28 15:12:28.7699,3,1.0,66.0
11.59,2024/05/28 15:12:28.9459,5,1.0,59.0
11.66,2024/05/28 15:12:29.0159,3,1.0,66.0
11.906,2024/05/28 15:12:29.2619,3,1.0,66.0
12.083,2024/05/28 15:12:29.4389,5,1.0,59.0
12.399,2024/05/28 15:12:29.7549,3,1.0,66.0
12.822,2024/05/28 15:12:30.1779,5,1.0,59.0
12.891,2024/05/28 15:12:30.2469,3,1.0,65.0
13.314,2024/05/28 15:12:30.6699,5,1.0,59.0
13.384,2024/05/28 15:12:30.7399,3,1.0,65.0
13.807,2024/05/28 15:12:31.1629,5,1.0,59.0
13.877,2024/05/28 15:12:31.2329,3,1.0,66.0
14.3,2024/05/28 15:12:31.6559,5,1.0,59.0
14.369,2024/05/28 15:12:31.7249,3,1.0,66.0
14.616,2024/05/28 15:12:31.9719,3,1.0,66.0
14.792,2024/05/28 15:12:32.1479,5,1.0,59.0
14.862,2024/05/28 15:12:32.2179,3,1.0,67.0
15.108,2024/05/28 15:12:32.4639,3,1.0,67.0
15.285,2024/05/28 15:12:32.6409,5,1.0,59.0
15.355,2024/05/28 15:12:32.7109,3,1.0,67.0
15.6,2024/05/28 15:12:32.9559,3,1.0,67.0
15.778,2024/05/28 15:12:33.1339,5,1.0,59.0
16.024,2024/05/28 15:12:33.3799,5,1.0,59.0
16.093,2024/05/28 15:12:33.4489,3,1.0,68.0
16.27,2024/05/28 15:12:33.6259,5,1.0,59.0
16.516,2024/05/28 15:12:33.8719,5,1.0,59.0
16.585,2024/05/28 15:12:33.9409,3,1.0,68.0
17.009,2024/05/28 15:12:34.3649,5,1.0,59.0
17.078,2024/05/28 15:12:34.4339,3,1.0,67.0
17.502,2024/05/28 15:12:34.8579,5,1.0,59.0
17.57,2024/05/28 15:12:34.9259,3,1.0,67.0
17.817,2024/05/28 15:12:35.1729,3,1.0,66.0
17.994,2024/05/28 15:12:35.3499,5,1.0,59.0
18.063,2024/05/28 15:12:35.4189,3,1.0,66.0
18.487,2024/05/28 15:12:35.8429,5,1.0,59.0
18.556,2024/05/28 15:12:35.9119,3,1.0,66.0
18.979,2024/05/28 15:12:36.3349,5,1.0,59.0
19.225,2024/05/28 15:12:36.5809,5,1.0,59.0
19.294,2024/05/28 15:12:36.6499,3,1.0,66.0
19.472,2024/05/28 15:12:36.8279,5,1.0,59.0
19.718,2024/05/28 15:12:37.0739,5,1.0,59.0
19.787,2024/05/28 15:12:37.1429,3,1.0,65.0
20.211,2024/05/28 15:12:37.5669,5,1.0,59.0
20.279,2024/05/28 15:12:37.6349,3,1.0,65.0
20.702,2024/05/28 15:12:38.0579,5,1.0,59.0
20.772,2024/05/28 15:12:38.1279,3,1.0,65.0
21.196,2024/05/28 15:12:38.5519,5,1.0,59.0
21.265,2024/05/28 15:12:38.6209,3,1.0,65.0
21.688,2024/05/28 15:12:39.0439,5,1.0,59.0
21.758,2024/05/28 15:12:39.1139,3,1.0,65.0
22.004,2024/05/28 15:12:39.3599,3,1.0,65.0
22.181,2024/05/28 15:12:39.5369,5,1.0,60.0
22.427,2024/05/28 15:12:39.7829,5,1.0,60.0
22.496,2024/05/28 15:12:39.8519,3,1.0,65.0
22.673,2024/05/28 15:12:40.0289,5,1.0,60.0
22.989,2024/05/28 15:12:40.3449,3,1.0,64.0
23.412,2024/05/28 15:12:40.7679,5,1.0,60.0
23.904,2024/05/28 15:12:41.2599,5,1.0,60.0
23.974,2024/05/28 15:12:41.3299,3,1.0,63.0
24.397,2024/05/28 15:12:41.7529,5,1.0,60.0
24.466,2024/05/28 15:12:41.8219,3,1.0,63.0
24.712,2024/05/28 15:12:42.0679,3,1.0,63.0
24.889,2024/05/28 15:12:42.2449,5,1.0,60.0
24.959,2024/05/28 15:12:42.3149,3,1.0,63.0
25.205,2024/05/28 15:12:42.5609,3,1.0,63.0
25.628,2024/05/28 15:12:42.9839,5,1.0,60.0
25.698,2024/05/28 15:12:43.0539,3,1.0,63.0
25.875,2024/05/28 15:12:43.2309,5,1.0,60.0
26.19,2024/05/28 15:12:43.5459,3,1.0,63.0
26.613,2024/05/28 15:12:43.9689,5,1.0,60.0
27.106,2024/05/28 15:12:44.4619,5,1.0,60.0
27.175,2024/05/28 15:12:44.5309,3,1.0,63.0
27.598,2024/05/28 15:12:44.9539,5,1.0,60.0
27.668,2024/05/28 15:12:45.0239,3,1.0,63.0
27.914,2024/05/28 15:12:45.2699,3,1.0,63.0
28.091,2024/05/28 15:12:45.4469,5,1.0,60.0
28.337,2024/05/28 15:12:45.6929,5,1.0,60.0
28.406,2024/05/28 15:12:45.7619,3,1.0,63.0
28.584,2024/05/28 15:12:45.9399,5,1.0,60.0
28.83,2024/05/28 15:12:46.1859,5,1.0,60.0
28.899,2024/05/28 15:12:46.2549,3,1.0,63.0
29.145,2024/05/28 15:12:46.5009,3,1.0,64.0
29.323,2024/05/28 15:12:46.6789,5,1.0,60.0
29.391,2024/05/28 15:12:46.7469,3,1.0,64.0
29.569,2024/05/28 15:12:46.9249,5,1.0,60.0
29.638,2024/05/28 15:12:46.9939,3,1.0,64.0
29.815,2024/05/28 15:12:47.1709,5,1.0,60.0
29.884,2024/05/28 15:12:47.2399,3,1.0,64.0
30.062,2024/05/28 15:12:47.4179,5,1.0,60.0
30.131,2024/05/28 15:12:47.4869,3,1.0,64.0
30.308,2024/05/28 15:12:47.6639,5,1.0,60.0
30.377,2024/05/28 15:12:47.7329,3,1.0,64.0
30.554,2024/05/28 15:12:47.9099,5,1.0,60.0
30.8,2024/05/28 15:12:48.1559,5,1.0,60.0
30.87,2024/05/28 15:12:48.2259,3,1.0,64.0
31.047,2024/05/28 15:12:48.4029,5,1.0,60.0
31.116,2024/05/28 15:12:48.4719,3,1.0,64.0
31.293,2024/05/28 15:12:48.6489,5,1.0,60.0
31.362,2024/05/28 15:12:48.7179,3,1.0,65.0
31.539,2024/05/28 15:12:48.8949,5,1.0,60.0
31.608,2024/05/28 15:12:48.9639,3,1.0,65.0
31.785,2024/05/28 15:12:49.1409,5,1.0,60.0
31.854,2024/05/28 15:12:49.2099,3,1.0,65.0
32.101,2024/05/28 15:12:49.4569,3,1.0,65.0
32.278,2024/05/28 15:12:49.6339,5,1.0,60.0
32.347,2024/05/28 15:12:49.7029,3,1.0,65.0
32.524,2024/05/28 15:12:49.8799,5,1.0,60.0
32.593,2024/05/28 15:12:49.9489,3,1.0,65.0
32.839,2024/05/28 15:12:50.1949,3,1.0,65.0
33.017,2024/05/28 15:12:50.3729,5,1.0,60.0
33.086,2024/05/28 15:12:50.4419,3,1.0,64.0
33.263,2024/05/28 15:12:50.6189,5,1.0,60.0
33.332,2024/05/28 15:12:50.6879,3,1.0,64.0
33.578,2024/05/28 15:12:50.9339,3,1.0,64.0
33.756,2024/05/28 15:12:51.1119,5,1.0,60.0
34.002,2024/05/28 15:12:51.3579,5,1.0,60.0
34.071,2024/05/28 15:12:51.4269,3,1.0,64.0
34.248,2024/05/28 15:12:51.6039,5,1.0,60.0
34.495,2024/05/28 15:12:51.8509,5,1.0,60.0
34.564,2024/05/28 15:12:51.9199,3,1.0,63.0
34.987,2024/05/28 15:12:52.3429,5,1.0,60.0
35.056,2024/05/28 15:12:52.4119,3,1.0,63.0
35.48,2024/05/28 15:12:52.8359,5,1.0,61.0
35.548,2024/05/28 15:12:52.9039,3,1.0,63.0
35.972,2024/05/28 15:12:53.3279,5,1.0,61.0
36.041,2024/05/28 15:12:53.3969,3,1.0,63.0
36.288,2024/05/28 15:12:53.6439,3,1.0,63.0
36.465,2024/05/28 15:12:53.8209,5,1.0,59.0
36.533,2024/05/28 15:12:53.8889,3,1.0,63.0
36.78,2024/05/28 15:12:54.1359,3,1.0,63.0
36.957,2024/05/28 15:12:54.3129,5,1.0,59.0
37.204,2024/05/28 15:12:54.5599,5,1.0,59.0
37.273,2024/05/28 15:12:54.6289,3,1.0,63.0
37.449,2024/05/28 15:12:54.8049,5,1.0,59.0
37.696,2024/05/28 15:12:55.0519,5,1.0,59.0
37.765,2024/05/28 15:12:55.1209,3,1.0,62.0
38.189,2024/05/28 15:12:55.5449,5,1.0,59.0
38.257,2024/05/28 15:12:55.6129,3,1.0,62.0
38.681,2024/05/28 15:12:56.0369,5,1.0,59.0
38.75,2024/05/28 15:12:56.1059,3,1.0,62.0
39.173,2024/05/28 15:12:56.5289,5,1.0,59.0
39.243,2024/05/28 15:12:56.5989,3,1.0,62.0
39.489,2024/05/28 15:12:56.8449,3,1.0,62.0
39.666,2024/05/28 15:12:57.0219,5,1.0,59.0
39.735,2024/05/28 15:12:57.0909,3,1.0,62.0
39.981,2024/05/28 15:12:57.3369,3,1.0,63.0
40.159,2024/05/28 15:12:57.5149,5,1.0,59.0
40.405,2024/05/28 15:12:57.7609,5,1.0,59.0
40.474,2024/05/28 15:12:57.8299,3,1.0,63.0
40.651,2024/05/28 15:12:58.0069,5,1.0,59.0
40.897,2024/05/28 15:12:58.2529,5,1.0,59.0
40.967,2024/05/28 15:12:58.3229,3,1.0,63.0
41.459,2024/05/28 15:12:58.8149,3,1.0,63.0
41.883,2024/05/28 15:12:59.2389,5,1.0,59.0
41.951,2024/05/28 15:12:59.3069,3,1.0,63.0
42.691,2024/05/28 15:13:00.0469,3,1.0,64.0
42.868,2024/05/28 15:13:00.2239,5,1.0,60.0
42.937,2024/05/28 15:13:00.2929,3,1.0,63.0
43.183,2024/05/28 15:13:00.5389,3,1.0,63.0
43.36,2024/05/28 15:13:00.7159,5,1.0,60.0
43.606,2024/05/28 15:13:00.9619,5,1.0,60.0
43.675,2024/05/28 15:13:01.0309,3,1.0,63.0
43.853,2024/05/28 15:13:01.2089,5,1.0,60.0
44.1,2024/05/28 15:13:01.4559,5,1.0,60.0
44.168,2024/05/28 15:13:01.5239,3,1.0,62.0
44.591,2024/05/28 15:13:01.9469,5,1.0,60.0
44.661,2024/05/28 15:13:02.0169,3,1.0,62.0
45.084,2024/05/28 15:13:02.4399,5,1.0,61.0
45.153,2024/05/28 15:13:02.5089,3,1.0,62.0
