reltime;datetime;iSensor;confidence;heart_rate

   0.0010;2024/06/05 11:00:35.7749;5;1.00;81.0
   0.0010;2024/06/05 11:00:35.7749;4;0.00;0.0
   0.0010;2024/06/05 11:00:35.7749;3;1.00;80.0
   0.0010;2024/06/05 11:00:35.7749;2;0.00;0.0
   0.0010;2024/06/05 11:00:35.7749;1;0.00;0.0
   0.0010;2024/06/05 11:00:35.7749;0;0.00;0.0
   0.3050;2024/06/05 11:00:36.0789;3;1.00;81.0
   0.6980;2024/06/05 11:00:36.4719;5;1.00;80.0
   0.7980;2024/06/05 11:00:36.5719;3;1.00;81.0
   1.0440;2024/06/05 11:00:36.8179;3;1.00;81.0
   1.1910;2024/06/05 11:00:36.9649;5;1.00;79.0
   1.5370;2024/06/05 11:00:37.3109;3;1.00;82.0
   1.6840;2024/06/05 11:00:37.4579;5;1.00;79.0
   2.0290;2024/06/05 11:00:37.8029;3;1.00;83.0
   2.5220;2024/06/05 11:00:38.2959;3;1.00;83.0
   2.6690;2024/06/05 11:00:38.4429;5;1.00;79.0
   2.9150;2024/06/05 11:00:38.6889;5;1.00;79.0
   3.0150;2024/06/05 11:00:38.7889;3;1.00;83.0
   3.1610;2024/06/05 11:00:38.9349;5;1.00;79.0
   3.4080;2024/06/05 11:00:39.1819;5;1.00;79.0
   3.5070;2024/06/05 11:00:39.2809;3;1.00;83.0
   3.7530;2024/06/05 11:00:39.5269;3;1.00;83.0
   3.9000;2024/06/05 11:00:39.6739;5;1.00;79.0
   3.9990;2024/06/05 11:00:39.7729;3;1.00;83.0
   4.3920;2024/06/05 11:00:40.1659;5;1.00;79.0
   4.4920;2024/06/05 11:00:40.2659;3;1.00;82.0
   4.7380;2024/06/05 11:00:40.5119;3;1.00;82.0
   4.8850;2024/06/05 11:00:40.6589;5;1.00;79.0
   5.2310;2024/06/05 11:00:41.0049;3;1.00;82.0
   5.3770;2024/06/05 11:00:41.1509;5;1.00;78.0
   5.7230;2024/06/05 11:00:41.4969;3;1.00;81.0
   5.8710;2024/06/05 11:00:41.6449;5;1.00;78.0
   6.1160;2024/06/05 11:00:41.8899;5;1.00;78.0
   6.2160;2024/06/05 11:00:41.9899;3;1.00;80.0
   6.7080;2024/06/05 11:00:42.4819;3;1.00;80.0
   7.1010;2024/06/05 11:00:42.8749;5;1.00;77.0
   7.2010;2024/06/05 11:00:42.9749;3;1.00;79.0
   7.4470;2024/06/05 11:00:43.2209;3;1.00;79.0
   7.5940;2024/06/05 11:00:43.3679;5;1.00;77.0
   7.6940;2024/06/05 11:00:43.4679;3;1.00;78.0
   7.8400;2024/06/05 11:00:43.6139;5;1.00;77.0
   7.9400;2024/06/05 11:00:43.7139;3;1.00;78.0
   8.0870;2024/06/05 11:00:43.8609;5;1.00;77.0
   8.1860;2024/06/05 11:00:43.9599;3;1.00;78.0
   8.3320;2024/06/05 11:00:44.1059;5;1.00;77.0
   8.4320;2024/06/05 11:00:44.2059;3;1.00;78.0
   8.5790;2024/06/05 11:00:44.3529;5;1.00;77.0
   8.6790;2024/06/05 11:00:44.4529;3;1.00;78.0
   8.8250;2024/06/05 11:00:44.5989;5;1.00;77.0
   8.9250;2024/06/05 11:00:44.6989;3;1.00;78.0
   9.0720;2024/06/05 11:00:44.8459;5;1.00;75.0
   9.3180;2024/06/05 11:00:45.0919;5;1.00;75.0
   9.4180;2024/06/05 11:00:45.1919;3;1.00;78.0
   9.5650;2024/06/05 11:00:45.3389;5;1.00;75.0
   9.6640;2024/06/05 11:00:45.4379;3;1.00;78.0
   9.8110;2024/06/05 11:00:45.5849;5;1.00;75.0
   9.9090;2024/06/05 11:00:45.6829;3;1.00;79.0
  10.0570;2024/06/05 11:00:45.8309;5;1.00;74.0
  10.3030;2024/06/05 11:00:46.0769;5;1.00;74.0
  10.6490;2024/06/05 11:00:46.4229;3;1.00;79.0
  10.7950;2024/06/05 11:00:46.5689;5;1.00;74.0
  10.8950;2024/06/05 11:00:46.6689;3;1.00;79.0
  11.0420;2024/06/05 11:00:46.8159;5;1.00;74.0
  11.1420;2024/06/05 11:00:46.9159;3;1.00;79.0
  11.2880;2024/06/05 11:00:47.0619;5;1.00;74.0
  11.3870;2024/06/05 11:00:47.1609;3;1.00;79.0
  11.5340;2024/06/05 11:00:47.3079;5;1.00;74.0
  11.6340;2024/06/05 11:00:47.4079;3;1.00;79.0
  11.7810;2024/06/05 11:00:47.5549;5;1.00;74.0
  12.0270;2024/06/05 11:00:47.8009;5;1.00;74.0
  12.1270;2024/06/05 11:00:47.9009;3;1.00;79.0
  12.2730;2024/06/05 11:00:48.0469;5;1.00;74.0
  12.3730;2024/06/05 11:00:48.1469;3;1.00;79.0
  12.5200;2024/06/05 11:00:48.2939;5;1.00;74.0
  12.6190;2024/06/05 11:00:48.3929;3;1.00;79.0
  12.7660;2024/06/05 11:00:48.5399;5;1.00;74.0
  12.8650;2024/06/05 11:00:48.6389;3;1.00;79.0
  13.0120;2024/06/05 11:00:48.7859;5;1.00;74.0
  13.1120;2024/06/05 11:00:48.8859;3;1.00;79.0
  13.2580;2024/06/05 11:00:49.0319;5;1.00;74.0
  13.7510;2024/06/05 11:00:49.5249;5;1.00;74.0
  13.9980;2024/06/05 11:00:49.7719;5;1.00;74.0
  14.0960;2024/06/05 11:00:49.8699;3;1.00;79.0
  14.2440;2024/06/05 11:00:50.0179;5;1.00;74.0
  14.4890;2024/06/05 11:00:50.2629;5;1.00;74.0
  14.9830;2024/06/05 11:00:50.7569;5;1.00;74.0
  15.0820;2024/06/05 11:00:50.8559;3;1.00;78.0
  15.3280;2024/06/05 11:00:51.1019;3;1.00;78.0
  15.4750;2024/06/05 11:00:51.2489;5;1.00;73.0
  15.5740;2024/06/05 11:00:51.3479;3;1.00;77.0
  15.8210;2024/06/05 11:00:51.5949;3;1.00;77.0
  15.9670;2024/06/05 11:00:51.7409;5;1.00;73.0
  16.0670;2024/06/05 11:00:51.8409;3;1.00;77.0
  16.3130;2024/06/05 11:00:52.0869;3;1.00;77.0
  16.4600;2024/06/05 11:00:52.2339;5;1.00;72.0
  16.8050;2024/06/05 11:00:52.5789;3;1.00;77.0
  16.9530;2024/06/05 11:00:52.7269;5;1.00;72.0
  17.1990;2024/06/05 11:00:52.9729;5;1.00;72.0
  17.2980;2024/06/05 11:00:53.0719;3;1.00;76.0
  17.4450;2024/06/05 11:00:53.2189;5;1.00;72.0
  17.6920;2024/06/05 11:00:53.4659;5;1.00;72.0
  18.2830;2024/06/05 11:00:54.0569;3;1.00;76.0
  18.6770;2024/06/05 11:00:54.4509;5;1.00;73.0
  19.0220;2024/06/05 11:00:54.7959;3;1.00;76.0
  19.1690;2024/06/05 11:00:54.9429;5;1.00;73.0
  19.2680;2024/06/05 11:00:55.0419;3;1.00;76.0
