reltime;datetime;iSensor;headPos.x;headPos.y;headPos.z;headPosQ;headYaw;headPitch;headRoll;headRotQ;gazeSrc.x;gazeSrc.y;gazeSrc.z;gazeDir.x;gazeDir.y;gazeDir.z;gazeQ;leftEyeOpen;leftEyeOpenQ;rightEyeOpen;rightEyeOpenQ;pupil;pupilQ

   0.0010;2024/06/05 11:31:38.0519;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.728;0.199;-0.179;0.126;-0.676;0.726;0.44;4.36;1.00;0.00;1.00;0.00;0.00
   0.0040;2024/06/05 11:31:38.0549;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.019;-0.009;0.170;0.226;0.277;-0.934;0.00;0.00;1.00;0.00;1.00;0.00;0.00
   0.0140;2024/06/05 11:31:38.0649;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.019;-0.009;0.170;0.226;0.277;-0.934;0.00;0.00;1.00;0.00;1.00;0.00;0.00
   0.0330;2024/06/05 11:31:38.0839;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.019;-0.009;0.170;0.226;0.277;-0.934;0.00;0.00;1.00;0.00;1.00;0.00;0.00
   0.0430;2024/06/05 11:31:38.0939;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.729;0.199;-0.178;0.517;-0.491;0.701;0.94;9.38;1.00;0.00;1.00;1.84;0.94
   0.0630;2024/06/05 11:31:38.1139;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.019;-0.009;0.170;0.226;0.277;-0.934;0.00;0.00;1.00;0.00;1.00;0.00;0.00
   0.0730;2024/06/05 11:31:38.1239;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.019;-0.009;0.170;0.226;0.277;-0.934;0.00;0.00;1.00;0.00;1.00;0.00;0.00
   0.0930;2024/06/05 11:31:38.1439;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.729;0.199;-0.178;0.509;-0.505;0.697;0.98;9.81;1.00;0.00;1.00;1.82;0.98
   0.1120;2024/06/05 11:31:38.1629;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.019;-0.009;0.170;0.226;0.277;-0.934;0.00;0.00;1.00;0.00;1.00;0.00;0.00
   0.1220;2024/06/05 11:31:38.1729;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.729;0.199;-0.178;0.503;-0.556;0.662;0.94;9.45;1.00;0.00;1.00;1.80;0.94
   0.1420;2024/06/05 11:31:38.1929;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.729;0.199;-0.178;0.513;-0.551;0.658;0.92;9.21;1.00;0.00;1.00;1.80;0.92
   0.1520;2024/06/05 11:31:38.2029;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.729;0.199;-0.178;0.516;-0.548;0.658;0.94;9.45;1.00;0.00;1.00;1.80;0.94
   0.1720;2024/06/05 11:31:38.2229;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.019;-0.009;0.170;0.226;0.277;-0.934;0.00;0.00;1.00;0.00;1.00;0.00;0.00
   0.1820;2024/06/05 11:31:38.2329;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.729;0.199;-0.178;0.529;-0.555;0.642;0.87;8.74;1.00;0.00;1.00;1.80;0.87
   0.2020;2024/06/05 11:31:38.2529;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.019;-0.009;0.170;0.226;0.277;-0.934;0.00;0.00;1.00;0.00;1.00;0.00;0.00
   0.2220;2024/06/05 11:31:38.2729;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.019;-0.009;0.170;0.226;0.277;-0.934;0.00;0.00;1.00;0.00;1.00;0.00;0.00
   0.2320;2024/06/05 11:31:38.2829;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.729;0.199;-0.178;0.534;-0.545;0.647;0.91;9.09;1.00;0.00;1.00;1.74;0.91
   0.2520;2024/06/05 11:31:38.3029;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.019;-0.009;0.170;0.226;0.277;-0.934;0.00;0.00;1.00;0.00;1.00;0.00;0.00
   0.2710;2024/06/05 11:31:38.3219;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.729;0.199;-0.178;0.542;-0.532;0.650;0.88;8.76;1.00;0.00;1.00;1.74;0.88
   0.2820;2024/06/05 11:31:38.3329;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.019;-0.009;0.170;0.226;0.277;-0.934;0.00;0.00;1.00;0.00;1.00;0.00;0.00
   0.3020;2024/06/05 11:31:38.3529;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.729;0.199;-0.178;0.544;-0.531;0.650;0.88;8.80;1.00;0.00;1.00;1.73;0.88
   0.3210;2024/06/05 11:31:38.3719;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.729;0.199;-0.178;0.540;-0.543;0.643;0.96;9.59;1.00;0.00;1.00;1.74;0.96
   0.3300;2024/06/05 11:31:38.3809;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.729;0.199;-0.178;0.540;-0.543;0.643;0.96;9.59;1.00;0.00;1.00;1.74;0.96
   0.3490;2024/06/05 11:31:38.3999;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.729;0.199;-0.178;0.536;-0.558;0.634;0.94;9.41;1.00;0.00;1.00;1.75;0.94
   0.3590;2024/06/05 11:31:38.4099;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.019;-0.009;0.170;0.226;0.277;-0.934;0.00;0.00;1.00;0.00;1.00;0.00;0.00
   0.3780;2024/06/05 11:31:38.4289;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.729;0.199;-0.178;0.528;-0.575;0.625;1.00;10.00;1.00;0.00;1.00;1.74;1.00
   0.3880;2024/06/05 11:31:38.4389;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.729;0.199;-0.178;0.524;-0.578;0.626;1.00;10.00;1.00;0.00;1.00;1.72;1.00
   0.4070;2024/06/05 11:31:38.4579;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.019;-0.009;0.170;0.226;0.277;-0.934;0.00;0.00;1.00;0.00;1.00;0.00;0.00
   0.4270;2024/06/05 11:31:38.4779;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.729;0.199;-0.178;0.531;-0.563;0.633;1.00;10.00;1.00;0.00;1.00;1.71;1.00
   0.4370;2024/06/05 11:31:38.4879;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.019;-0.009;0.170;0.226;0.277;-0.934;0.00;0.00;1.00;0.00;1.00;0.00;0.00
   0.4570;2024/06/05 11:31:38.5079;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.019;-0.009;0.170;0.226;0.277;-0.934;0.00;0.00;1.00;0.00;1.00;0.00;0.00
   0.4670;2024/06/05 11:31:38.5179;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.019;-0.009;0.170;0.226;0.277;-0.934;0.00;0.00;1.00;0.00;1.00;0.00;0.00
   0.4860;2024/06/05 11:31:38.5369;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.729;0.199;-0.178;0.542;-0.532;0.650;0.93;9.29;1.00;0.00;1.00;1.75;0.93
   0.4960;2024/06/05 11:31:38.5469;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.729;0.199;-0.178;0.542;-0.532;0.650;0.93;9.29;1.00;0.00;1.00;1.75;0.93
   0.5160;2024/06/05 11:31:38.5669;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.729;0.199;-0.178;0.528;-0.544;0.653;0.90;8.96;1.00;0.00;1.00;1.74;0.90
   0.5360;2024/06/05 11:31:38.5869;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;-0.020;0.009;-0.014;0.617;0.751;0.236;0.83;8.91;1.00;7.69;1.00;1.77;0.89
   0.5460;2024/06/05 11:31:38.5969;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.019;-0.009;0.170;0.226;0.277;-0.934;0.00;0.00;1.00;0.00;1.00;0.00;0.00
   0.5660;2024/06/05 11:31:38.6169;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.019;-0.009;0.170;0.226;0.277;-0.934;0.00;0.00;1.00;0.00;1.00;0.00;0.00
   0.5850;2024/06/05 11:31:38.6359;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.729;0.199;-0.178;0.523;-0.544;0.656;0.91;9.14;1.00;0.00;1.00;1.77;0.91
   0.5950;2024/06/05 11:31:38.6459;0;0.000;0.000;0.000;0.00;0.0;0.0;0.0;0.00;0.729;0.199;-0.178;0.523;-0.544;0.656;0.91;9.14;1.00;0.00;1.00;1.77;0.91
