reltime,datetime,iSensor,headPos.x,headPos.y,headPos.z,headPosQ,headYaw,headPitch,headRoll,headRotQ,gazeSrc.x,gazeSrc.y,gazeSrc.z,gazeDir.x,gazeDir.y,gazeDir.z,gazeQ,leftEyeOpen,leftEyeOpenQ,rightEyeOpen,rightEyeOpenQ,pupil,pupilQ
0.001,2024/06/21 11:18:40.3419,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,0.982,-0.076,0.174,1.0,10.0,1.0,10.0,1.0,2.06,1.0
1.281,2024/06/21 11:18:41.6219,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,1.0,0.015,0.022,1.0,10.0,1.0,10.0,1.0,2.14,1.0
1.31,2024/06/21 11:18:41.6509,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,1.0,0.017,0.022,1.0,10.0,1.0,10.0,1.0,2.12,1.0
1.33,2024/06/21 11:18:41.6709,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,1.0,0.005,0.026,1.0,10.0,1.0,10.0,1.0,2.12,1.0
1.34,2024/06/21 11:18:41.6809,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,1.0,0.004,0.028,1.0,10.0,1.0,10.0,1.0,2.12,1.0
1.36,2024/06/21 11:18:41.7009,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,1.0,-0.006,0.028,1.0,10.0,1.0,10.0,1.0,2.12,1.0
1.38,2024/06/21 11:18:41.7209,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,0.999,-0.009,0.033,1.0,10.0,1.0,10.0,1.0,2.12,1.0
1.39,2024/06/21 11:18:41.7309,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,0.999,-0.015,0.033,1.0,10.0,1.0,10.0,1.0,2.12,1.0
1.408,2024/06/21 11:18:41.7489,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,0.999,-0.016,0.031,1.0,10.0,1.0,10.0,1.0,2.1,1.0
1.417,2024/06/21 11:18:41.7579,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,0.999,-0.016,0.032,1.0,10.0,1.0,10.0,1.0,2.09,1.0
1.436,2024/06/21 11:18:41.7769,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,0.999,-0.017,0.033,1.0,10.0,1.0,10.0,1.0,2.1,1.0
1.446,2024/06/21 11:18:41.7869,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,0.999,-0.019,0.032,1.0,10.0,1.0,10.0,1.0,2.1,1.0
1.465,2024/06/21 11:18:41.8059,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,0.999,-0.015,0.031,1.0,10.0,1.0,10.0,1.0,2.06,1.0
1.485,2024/06/21 11:18:41.8259,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,0.999,-0.012,0.03,1.0,10.0,1.0,10.0,1.0,2.07,1.0
1.495,2024/06/21 11:18:41.8359,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,0.999,-0.012,0.03,1.0,10.0,1.0,10.0,1.0,2.07,1.0
1.515,2024/06/21 11:18:41.8559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,0.999,-0.013,0.03,1.0,10.0,1.0,10.0,1.0,2.07,1.0
1.525,2024/06/21 11:18:41.8659,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,0.999,-0.011,0.034,1.0,10.0,1.0,10.0,1.0,2.05,1.0
1.544,2024/06/21 11:18:41.8849,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,0.999,-0.011,0.035,1.0,10.0,1.0,10.0,1.0,2.06,1.0
1.553,2024/06/21 11:18:41.8939,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,0.999,-0.007,0.037,1.0,10.0,1.0,10.0,1.0,2.04,1.0
1.572,2024/06/21 11:18:41.9129,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,0.999,-0.006,0.036,1.0,10.0,1.0,10.0,1.0,2.05,1.0
1.592,2024/06/21 11:18:41.9329,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,0.999,-0.001,0.037,1.0,10.0,1.0,10.0,1.0,2.04,1.0
1.602,2024/06/21 11:18:41.9429,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,0.999,-0.001,0.037,1.0,10.0,1.0,10.0,1.0,2.04,1.0
1.622,2024/06/21 11:18:41.9629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,0.999,-0.001,0.032,1.0,10.0,1.0,10.0,1.0,2.02,1.0
1.632,2024/06/21 11:18:41.9729,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,0.999,-0.001,0.032,1.0,10.0,1.0,10.0,1.0,2.03,1.0
1.652,2024/06/21 11:18:41.9929,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,1.0,0.0,0.027,1.0,10.0,1.0,10.0,1.0,2.01,1.0
1.671,2024/06/21 11:18:42.0119,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,1.0,0.001,0.024,1.0,10.0,1.0,10.0,1.0,2.03,1.0
1.681,2024/06/21 11:18:42.0219,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,1.0,0.005,0.019,1.0,10.0,1.0,10.0,1.0,2.02,1.0
1.7,2024/06/21 11:18:42.0409,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,1.0,0.006,0.019,1.0,10.0,1.0,10.0,1.0,2.02,1.0
1.72,2024/06/21 11:18:42.0609,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,1.0,0.003,0.014,1.0,10.0,1.0,10.0,1.0,1.99,1.0
1.73,2024/06/21 11:18:42.0709,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,1.0,-0.0,0.015,1.0,10.0,1.0,10.0,1.0,2.0,1.0
1.75,2024/06/21 11:18:42.0909,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,1.0,-0.003,0.013,1.0,10.0,1.0,10.0,1.0,1.98,1.0
1.76,2024/06/21 11:18:42.1009,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,1.0,-0.003,0.013,1.0,10.0,1.0,10.0,1.0,1.99,1.0
1.78,2024/06/21 11:18:42.1209,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.009,-0.014,1.0,-0.006,0.013,1.0,10.0,1.0,10.0,1.0,1.99,1.0
